yorum;;;;;;;;;
þimdilik bir sýkýntýsý yok ilerisi için de devam eder inþallah.yorum;;;;;;;;;
Güzel hýzlý estetik özellikle kamerayorum;;;;;;;;;
mükemmel cihaz teþekkürleryorum;;;;;;;;;
Ürün çok estetik.ince ve büyük.fiyatýna göre kullanýþlýyorum;;;;;;;;;
cok guzel binurunyorum;;;;;;;;;
Ýki günde elime ulaþan telefon gayet baþarýlý ekran kasa oraný çok iyi þarjý yaklaþýk iki gün gidiyor hýzlý eve akýcý hiç donma kasma yapmýyor ( bir sene sonra ne;olur bi;lemem;);alýnab;il;ec;ek;bir;telefon  tek eksi yaný ise biraz kalýn olmasý eski telefonum iPhone 7 idi ondan olabiliryorum
Ürün gerçekten bu fiyata bu kalite çok iyi. Teslimat biraz geç oldu.yorum;;;;;;;;;
ürün fiyatýna göre çok iyi. fiyatý da gayet uygun. iyi paketlenmiþ olarak geldi. sadece 16 günde geldi yoðunluk varmýþ . yoksa ürün çok güzel.yorum;;;;;;;;;
Ürünü hediye aldým vede memnun olduklarý kullanýþlý olduðunu öðrendim teþekkürler xiaomi teþekkürler hýzlý kargo için trendyol.yorum;;;;;;;;;
tek kelimeyle mükemmel telefon þiddetle tavsiye ediyorum!yorum;;;;;;;;;
Ürün anlatýldýðý gibiydi özenle kargolanmýþ 2 gün içerisinde teslim edildiyorum;;;;;;;;;
harika bir telefon ayrýca satýcý firma çok hýzlý ve özenli bir þekilde kargoyu gönderdiði için ayrýca teþekkür ederimyorum;;;;;;;;;
firma güvenilir telefonumu sorunsuz teslim aldým telefonlara bakýyorlar teþekkür ederimyorum;;;;;;;;;
Ürün gayet güzel paketlenmiþti  hýzlý geldi yanýnda hediye olarak gelen kýlýf için çok teþekkür ederim ??yorum;;;;;;;;;
Sipariþim bugün teslim edildi Ürün hem çok kaliteli hem hesaplý çok teþekkürler sadece içinde kulaklýk bulunmuyor sanýrým kutudan çýkmadý onun haricinde bayýldýk;inþallah;iler;ley;en zam;an;da;s;orun;yaþamayýzyorum
tam bý fiyat performans cihazý. 1 puaný geç kargodan dolayý kýrýyorum.yorum;;;;;;;;;
Gayet memnunum teþekkürler bütün çalýþanlara ve Trendyol a çalýþanlarýna müþteri hizmetleri de ayrý saygýlý ve memnuniyet için elinden geleni yapmaya yardýmcý olm;aya çalý;þýyor;lar;kolay;g;el;si;nyor;um
Guzel ürün hýzlý kargo teþekkürleryorum;;;;;;;;;
Ürünü cok arastýrdým ve inceledim sonrasýnda kullanýcý yorumlarýnýda okuyarak telefonu almaya karar verdin ozellik ve fiyat olarak alýncak 10 numara telefon aldým;bakalým;inþa;lla;h memn;un;k;al;ýrýz;insa cabucak gelir ??yorum
Fiyat performans ürünü gayet akýcý ????yorum;;;;;;;;;
"""Markaya para verenler ötede dursun, teknolojiden anlayanlarý bu tarafa alalým. Tam anlamýyla on numara beþ yýldýz bir telefon.""";;;;;;;;;
yorum;;;;;;;;;
Fiyatýna göre gayet güzel bir telefon eþime aldýk cok memnun kaldýkyorum;;;;;;;;;
kargo yavaþ yavaþ yavaþ satýcý iyi deðil telefon mükemmel hala elime ulaþmadý ama insanlar benden sonra almýþ ulaþmýþ haksýzlýk var ürün en uygun burada umarým ka;rgoyu dü;zelti;rsi;nizyor;um;;;;
çok güzel teslimat tam zamanýnda yapýldý gayet güzel paketlenmiþ teþekkür ederimyorum;;;;;;;;;
çok hýzlý kargo çok hýzlý telefon teþekkürleryorum;;;;;;;;;
ürün çok kýsa sürede elimde oldu çok teþekkür ederim ilginiz icin almayi dusunene tavsiye ederimyorum;;;;;;;;;
Tam bi fiyat performans telefonu .yorum;;;;;;;;;
Teslimat tam zamanýnda olduyorum;;;;;;;;;
"""Kulaklýðý olsaydý iyiydi ama yine de çok güzel korunmuþ, saðlam ve temiz.""yorum";;;;;;;;;
guzel telefon hizli kargo gorundugu gibi urunyorum;;;;;;;;;
çok güzel cihazyorum;;;;;;;;;
kamera ve özellikleri çok iyi ama sadece biraz kalýn bir telefonyorum;;;;;;;;;
fiyatýna göre harika bir ürün kamerasý çok güzel paketleme iyi teslimat süresi çok uzun sürdü tesekkurler trendyol ben aldýktan sonra indirime girmesi üzücüyorum;;;;;;;;;
Güzel ürünyorum;;;;;;;;;
bu ürünü güzelyorum;;;;;;;;;
"""CEPTELEFONU.ONLÝNE dan aldým  ürün türkiye garantili diyorsunuz ama hangi garanti kapsamýnda çözemedim tek sýkýntým bu. yeni olduðu için çok yorum yapmak mümkün";deðil, a;nneme;he;diye a;ld;ýð;ým;içi;"n de fiyat performans olarak gayet baþarýlýdý. almadan önce bir teknoloji maðazasýnda incelemenizi tavsiye ederim.  çok hýzlý kargolandý. teþekkür ederim,""yorum"
Sorunsuz geldi. Teþekkür ederiz trendyol. Sadecr efsane cuma dolayýsýyla geç geldi. Xiaomi tam f p ürünü tavsiye ederim þiddetle.yorum;;;;;;;;;
zaten iyice araþtýrarak almýþtým tam bir fiyat performans ürünü. tavsiye ederim.yorum;;;;;;;;;
güzel paketlenmiþti ve kýsa sürede elime ulaþtý içiniz rahat olsun hiç bir sorun çýkmadýyorum;;;;;;;;;
çok memnun kaldýmyorum;;;;;;;;;
Ederine göre baþarýlý ürün. Ayný özellikleri sahip daha pahalý ürünlerine yönelme ize gerek yok. Gerek tasarým gerek performans verdiðiniz paranýn karþýlýðýný ala;caðýnýz;bir ü;rün;yorum;;;;;
5 gun once urunu aldim güzelyorum;;;;;;;;;
Kargo yavaþtý ama telefon süperyorum;;;;;;;;;
güzell tek kelimeyorum;;;;;;;;;
Müthiþ telefon.yorum;;;;;;;;;
tþk ederim ürün bir harika tavsiye ederim 2 ci urunude sipariþ verdimyorum;;;;;;;;;
Çok iyi bir cihaz.yorum;;;;;;;;;
hýzlý teslimat paketleme paketlemeye biraz daha özen gosterilmeliyorum;;;;;;;;;
Bu fiyata çok iyi telefonyorum;;;;;;;;;
Ürün uygun fiyatlý ve  teknik özellikleri yüksek.tavsiye edebileceðim bir telefon.Boþ yere ýphone samsunglara dünyanýn parasýný vermeye gerek yok.;;;;;;;;;
yorum;;;;;;;;;
kullanýþlý ürün güzel hýzlýyorum;;;;;;;;;
Alýþveriþinizden memnun deðilim.yorum;;;;;;;;;
harika bir telefon herkese tavsiye ederimyorum;;;;;;;;;
telefon anlatýldýðý gibi kargoya verilme süresi biraz uzun sürdü kampanyadan dolayý heralde kamerasý iþlemcisi görünüþü çok güzelyorum;;;;;;;;;
baya güzel bi telefonmus þuan bu telefonla yazmak çok hoþ bi duygu ve geç gelmesi beklemek çok kötüydü fakat beklediðine deðdigini þimdi anliyorumyorum;;;;;;;;;
Ürün 2 gün içerisinde tertemiz bir þekilde elimize ulaþtý çok beðendikyorum;;;;;;;;;
Merhaba sipariþi bugün geçtik acaba ne zaman kargoya verilir ve ürünü Saglam kutulanmasini rica ederim çok teþekkürler :)yorum;;;;;;;;;
Baþka maðazadan aldým ama yorum yapmak istedim. Ürün fiyat performans açýsýndan mükemmel. Þarjý yoðun kullanmama raðmen bir buçuk gün rahat gidiyor. 1 buçuk saat;gibi sür;ede t;am;þarj o;lu;yo;r.;Kor;kunç bir büyüklüðü yok kýsa sürede alýþýyorsunuz. Ayný þekilde aþýrý bir aðýrlýðý yok. Hýzlý bir telefon. Kamera açýsýndan da oldukça baþarýlý. Tatmin edici demicem çünkü fazlasýyla iyi durumda. Ýyiki almýþým diyorum.yorum
süper bir telefon fiyat performans ürünü kesinlikle tek eksiði kulaklýksýz gelmesiyorum;;;;;;;;;
ürünü aldýktan sonra 2 gün içinde kargo elime ulaþtý. hýzlý ve özenli kargo için. BÝZTECH. satýcýsýna teþekkürler. telefon un ilk görünüm güzel kullandýkça telefo;n hakkýn;da da;da;ha faz;la;b;il;gi y;azarimyorum
kargo yoðunluk sebebi ile geç gelmiþ olsa da ürün iyi paketlenmiþ ve gayet baþarýlý bir telefon . tavsiye ederim almak isteyenler hiç düþünmesin bileyorum;;;;;;;;;
ürün baya geç geldi ama tahmini teslim sürecinde geldiyorum;;;;;;;;;
Ürün fiyat/performans olarak çok baþarýlý.yorum;;;;;;;;;
sistemsel yoðunluktan olsa gerek hala kargoda görünüyor ama ürün elime ulaþtý paketlemesi özenle hazýrlanmýþ henüz kullanmadým sadece biraz inceledim kamera ve hý;z konusu;nda g;aye;t baþa;rý;lý;.g;aran;ti konusunda kararsýz þüphelerim vardý ama GENPA garantili geldi fatura irsaliye hepsi mevcut.renk olarak orman yeþili yýkýlýyor gerçekten tam bir fiyat performans ürünü muadillerine bakarsak fiyatlar uçuk zaten eðer marka takýntýniz yoksa ve bütçeniz uygunsa kesinlikle almanýzý tavsiye ederim ben çok beðendim teþekkürler..yorum
fiyatýna göre süper ötesi mükemmel bir ürün  tabi efsane cuma yada muhteþem günlerde sakýn almayýn çok geç geliyoryorum;;;;;;;;;
"""Muhteþem bir ürün, kim ne diyor boþverin. Fiyat, performansda en iyisi. Piþman olmazsýnýz.""yorum";;;;;;;;;
Telefonu aldýktan iki hafta sonra geldi ama paketlemede sorun yok. Gayet güzel bi telefon. Harika bir fiyat performans ürünü. tavsiye ederimyorum;;;;;;;;;
Kargo uzun sürdü ama deðdi. Güzel paketleme için teþekkürler. Bu fiyata bu telefon kacmaz.yorum;;;;;;;;;
cok güzel bir telefon fakat kargo çok geç geldiyorum;;;;;;;;;
"""telefonumu p.tesi aldým ,cihaz gerçekten harika bi cihaz.bu fiyata 2025tl idi benim alýþ rakamým 128/6 gb için efsane telefon ve genpa garantili..düþünmeden alin";derim þ;arjý;çok;iyi s;ab;ah;8;den;"akþam 12 e kadar kullandým hala %38 pili vardý ..heryönden ihtiyacýnýzý karþýlayacak 1 telefon teþekkürler Trendyol...""yorum"
telefon güzel beni tatmin etmeyen bataryasý cokda kötü deðil ama 4500 mah bý bataryaya gibi deðil bide ara yüzü hiç beðenmedim alýþamadým bý turluyorum;;;;;;;;;
"""yeþil mükemmel telefon mükemmel Xiaomi mükemmel ikinci xioami alýþim. Al memnun kal, enayi gibi iki üç katý fazla ödeme,""yorum";;;;;;;;;
Tam söylenen gibi uygun fiyatlý ve çok hoþ bir ürünyorum;;;;;;;;;
kargo geç gelse de ürün gayet iyiyorum;;;;;;;;;
fiyat performans olarak harika bir telefon??yorum;;;;;;;;;
Telefon ayýn 14.ünde geldi. 30 kasýmda sipariþ verdim. Gayet güzel zaten bilerek aldým. Garantisini de sorgulayacaðým. Teþekkürler.yorum;;;;;;;;;
özellikleri güzel ama kamera çýkýntýsý kýlýfla bile belli oluyoryorum;;;;;;;;;
Ürün çok güzel geldi kesinlikle tavsiye ederimyorum;;;;;;;;;
Kamerasý çok iyi deðil;;;;;;;;;
Telefon güzel fiyatta performans süper ancak hepsi burada bir hayal kýrýklýðýyorum;;;;;;;;;
Sözde aldýðým en iyi telefon olacaktý ama þimdiye kadar kullandýðým hiçbir telefonun yapmadýðý Bluetooth ve wi-fi kopmalarýný bu telefon yapýyor. Tam anlamýyla re;zalet.yo;rum;;;;;;;
Ürünü cuma sabahý sipariþ verdim daha bu aþkam üzeri yeni kargolandý !yorum;;;;;;;;;
